Dataset_name,data_id,Folds,Run_id,date,Logloss,AUC,f1,ACC,Time_limit,Timespend,Cores,Fitmetric,Framework,train_size,test_size
abt_binary_p,college,0,college_162915,2020Mar14162515,0.18874311137435545,0.9134374101236699,0.9591947769314473,0.9384741591468416,100,95.55925416946411,4,log_loss,autosklearn,9762,2438,
abt_binary_p,college,0,college_163115,2020Mar14162515,0.16886617949864396,0.9131641860799539,0.9589115646258504,0.9380639868744873,100,96.24141383171082,4,log_loss,autosklearn,9762,2438,
